USERID	MENUID	ITEMID	MENUNAME	MENUCMD	MENUTYPE	RCDVERSION	CREATEDBY	DATECREATED	LASTUPDATEDBY	LASTUPDATED	AUTHTYPE	VISIBLE	ISSYSTEM	IS_SD	IS_SA	IS_SAP	IS_PU	IS_PUP	IS_IN	IS_INP	IS_GL	IS_GLP	IS_BA	IS_SE	IS_SO	IS_FU	IS_FUP	IS_FI	IS_FIP	IS_PR	IS_PRP	IS_PA	IS_PAP	IS_HU	IS_HUP	IS_GE
	HIS	500.0	Reports	HISRPTS	M	1	manager	2013-06-06 15:21:44	manager	2013-06-06 15:21:44		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	1.0	Nursing Service Stock Report	sysRpthms_nursinginv	P	2	manager	2013-08-19 12:59:27	manager	2013-10-21 16:03:39		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	2.0	Request vs Delivery Report	sysRpthms_rvd	P	1	manager	2013-08-19 12:59:27	manager	2013-08-19 12:59:27		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	3.0	Price List	sysRpthms_prl	P	1	manager	2013-08-19 13:42:01	manager	2013-08-19 13:42:01		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	3.1	Room Price List	sysRpthms_roompl	P	1	manager	2013-08-23 01:26:22	manager	2013-08-23 01:26:22		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	4.0	Inventory Min./Max. Level Report	sysRpthms_minmax	P	1	manager	2013-08-19 13:06:02	manager	2013-08-19 13:06:02		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	5.0	Inventory Expiration Report	sysRpthms_ixr	P	1	manager	2013-08-19 13:06:02	manager	2013-08-19 13:06:02		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	6.0	Departmental Expenses, Issuances, Purchases & Stock Transfer Report	sysRpthms_deips	P	1	manager	2013-08-19 13:06:02	manager	2013-08-19 13:06:02		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISINV	7.0	Inventory Stock Status (Stock Card vs. Actual)	sysRpthms_inv_SCvsActual	P	1	manager	2013-08-20 15:17:49	manager	2013-08-20 15:17:49		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISPHAX	1.0	Summary Report	sysRpthms_pharpt	P	2	manager	2013-08-23 19:26:46	manager	2013-08-23 19:32:30		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISPHAX	2.0	Monthly Reports	sysRpthms_phamorpts	P	1	manager	2013-08-23 19:46:11	manager	2013-08-23 19:46:11		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISPULX	1.0	Pulmonary Audit Report	sysRpthms_pulmolist	P	1	manager	2013-08-23 19:20:47	manager	2013-08-23 19:20:47		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISPULX	2.0	Pulmonary Patient Records	sysRpthms_pulmopr	P	1	manager	2013-08-23 19:20:47	manager	2013-08-23 19:20:47		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	1.0	Log Book	sysRpthms_log_book	P	1	manager	2013-06-06 15:42:05	manager	2013-06-06 15:42:05		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	1.5	Diet List	sysRpthms_dietL	P	1	manager	2013-06-20 14:01:05	manager	2013-06-20 14:01:05		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	2.0	Daily Census	sysRpthms_daily_census	P	1	manager	2013-06-06 15:49:56	manager	2013-06-06 15:49:56		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	3.0	Cases	sysRpthms_census_filter_roomtype	P	1	manager	2013-06-06 16:07:49	manager	2013-06-06 16:07:49		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	4.0	Census	sysRpthms_census_filter_roomtype_by_f	P	1	manager	2013-06-06 16:18:45	manager	2013-06-06 16:18:45		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	4.1	Discharged List	sysRpthms_dl	P	1	manager	2013-06-20 12:53:07	manager	2013-06-20 12:53:07		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	4.2	Daily Collection Summary	sysRpthms_dcr	P	1	manager	2013-08-29 14:30:18	manager	2013-08-29 14:30:18		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	5.0	Transmittal	sysRpthms_trans	P	2	manager	2013-06-11 10:09:12	manager	2013-06-21 12:01:28		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	5.1	Transmittal Payments	sysRpthms_transpay	P	1	manager	2013-06-21 13:53:54	manager	2013-06-21 13:53:54		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	5.2	A/R Aging - PHIC/HMO/LGU/CO	sysRpthms_araging	P	3	manager	2013-12-16 11:51:46	manager	2014-03-03 18:24:40		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	8.0	Statement of Account	sysRpthms_soa	P	3	manager	2013-06-11 18:06:05	manager	2013-12-13 14:08:53		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	8.5	Inventory Reports	HISINV	M	2	manager	2013-08-19 12:56:38	manager	2013-08-19 12:59:27		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	8.6	Pulmonary Reports	HISPULX	M	2	manager	2013-08-23 19:17:51	manager	2013-08-23 19:20:00		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	8.7	Pharmacy Reports	HISPHAX	M	3	manager	2013-08-22 22:26:22	manager	2013-08-23 19:24:00		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	11.0	Radiology Summary Report	sysRpthms_radiolist	P	1	manager	2013-06-30 17:27:23	manager	2013-06-30 17:27:23		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	12.0	Laboratory Reports	sysRpthms_lablist	P	3	manager	2013-06-30 17:54:05	manager	2013-06-30 17:57:07		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	13.0	Heart Station Summary Report	sysRpthms_heartstation	P	1	manager	2013-07-03 19:31:12	manager	2013-07-03 19:31:12		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	14.0	Professional Fees Report	sysRpthms_pf	P	1	manager	2013-07-03 23:38:11	manager	2013-07-03 23:38:11		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	15.0	Special Rooms Report	sysRpthms_splroom	P	1	manager	2013-07-04 00:25:32	manager	2013-07-04 00:25:32		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	16.0	Cash Sales/Request Reports	sysRpthms_reqrpts	P	2	manager	2013-10-07 19:51:00	manager	2014-03-13 22:13:44		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	16.1	Charge/Render Reports	sysRpthms_chrgrpts	P	1	manager	2014-03-13 23:27:43	manager	2014-03-13 23:27:43		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	HISRPTS	17.0	Admission and Consultation Report	sysRpthms_iop_ledger	P	1	manager	2013-11-11 16:19:17	manager	2013-11-11 16:19:17		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	InventoryRpts	4.0	Item List	itemlist	P	1	sa	2008-04-04 03:00:00	sa	2008-04-04 03:00:00	F	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	InventoryRpts	4.2	Last Prices	lastprices	P	1	manager	2012-11-24 22:58:57	manager	2012-11-24 22:58:57	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	InventoryRpts	4.5	Inventory Requirement By Sales	inventoryrequirementbysales	P	1	manager	2012-02-10 23:52:25	manager	2012-02-10 23:52:25	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	InventoryRpts	5.0	Inventory Requirement Management	inventoryrequirementmanagement	P	1	manager	2011-09-14 18:18:27	manager	2011-09-14 18:18:27	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
	InventoryRpts	6.0	Goods Receipt List	goodsreceiptlist	P	1	sa	2008-04-04 03:00:27	sa	2008-04-04 03:00:27	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	7.0	Goods Issue List	goodsissuelist	P	1	sa	2008-04-04 03:00:53	sa	2008-04-04 03:00:53	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	8.0	Stock Transfer List	StockTransferList	P	1	sa	2008-04-04 03:02:20	sa	2008-04-04 03:02:20	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	10.0	Goods Receipt Report	rptGoodsReceiptReport	P	1	sa	2006-11-30 18:18:54	sa	2006-11-30 18:18:54	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	15.0	Goods Receipt w/ Cost Report	rptGoodsReceiptwCostReport	P	1	sa	2006-12-08 07:57:46	sa	2006-12-08 07:57:46	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	20.0	Goods Issue Report	rptGoodsIssueReport	P	1	sa	2006-11-30 18:19:10	sa	2006-11-30 18:19:10	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	30.0	Accounts Payable/Receiving Report	rptAccountsPayableReceivingReport	P	1	sa	2006-12-08 07:49:12	sa	2006-12-08 07:49:12	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	35.0	Stock Adjustment List	stockadjustmentlist	P	1	manager	2009-04-06 00:45:32	manager	2009-04-06 00:45:32	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	36.0	Initial Quantity List	initialquantitylist	P	1	manager	2009-04-06 00:45:15	manager	2009-04-06 00:45:15	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	37.0	Stock Revaluation List	stockrevaluationlist	P	1	manager	2009-04-06 00:45:32	manager	2009-04-06 00:45:32	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	37.5	Stock Allocation List	stockallocationlist	P	1	manager	2010-07-22 14:11:34	manager	2010-07-22 14:11:34	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	37.9	Re-Packing List	RepackingList	P	2	manager	2011-11-03 23:56:45	manager	2011-11-03 23:57:15		1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	38.0	Pick and Pack List	pickpacklist	P	1	manager	2010-04-18 17:25:17	manager	2010-04-18 17:25:17	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	39.0	Transfer Request List	StockTransferRequestIBList	P	1	sa	2008-12-16 16:06:53	sa	2008-12-16 16:06:53	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	40.0	Transfer Out List	GoodsIssueIBList	P	1	sa	2008-11-10 02:18:27	sa	2008-11-10 02:18:27	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	41.0	Transfer In List	GoodsReceiptIBList	P	1	sa	2008-11-10 02:18:27	sa	2008-11-10 02:18:27	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	42.0	Transfer REcon List	StockTransferLossList	P	2	sa	2008-12-16 14:08:21	manager	2009-06-19 13:21:58	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	43.0	Transfer Out (Transit) List	stocktransferouttransitIB	P	1	manager	2009-02-12 12:19:45	manager	2009-02-12 12:19:45	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	44.0	Transfer In (Transit) List	stocktransferintransitIB	P	1	manager	2009-02-12 12:19:45	manager	2009-02-12 12:19:45	F	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	50.0	Serial Numbers List	SerialNumberList	P	1	sa	2008-11-10 02:18:26	sa	2008-11-10 02:18:26	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	55.0	Batch Numbers List	BatchNumberList	P	1	sa	2008-11-10 02:18:26	sa	2008-11-10 02:18:26	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	90.0	Stock List	stockcardcostinglist	P	1	sa	2008-11-10 02:18:27	sa	2008-11-10 02:18:27	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	95.0	Stock List - Consignment	StockConsignmentList	P	1	manager	2010-01-18 00:17:43	manager	2010-01-18 00:17:43	F	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	100.0	Stock Ledger	StockLedger	P	1	manager	2009-08-29 09:11:35	manager	2009-08-29 09:11:35	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	105.0	Stock Ledger - Consignment	StockConsignmentLedger	P	1	manager	2010-01-18 00:17:43	manager	2010-01-18 00:17:43	F	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	110.0	Repo Details	RepoDetailsList	P	1	manager	2009-08-29 12:39:21	manager	2009-08-29 12:39:21	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	InventoryRpts	112.0	Aging	sysRptstock_aging	P	1	manager	2010-02-13 01:42:30	manager	2010-02-13 01:42:30	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	200.0	Stock Status with Cost	sysRptinv_stock_status_all_whse_w_cost	P	2	manager	2010-02-12 00:18:33	manager	2010-02-12 00:19:55	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	210.0	Stock Ledger	sysRptstock_ledger	P	1	manager	2010-02-12 02:23:26	manager	2010-02-12 02:23:26	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	215.0	Price List	sysRptinv_price_list_price_wo_cost	P	1	manager	2010-05-29 17:28:02	manager	2010-05-29 17:28:02	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	300.0	Goods Receipt List Report	sysRptgoods_receipt	P	1	manager	2010-04-26 12:33:45	manager	2010-04-26 12:33:45	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	350.0	Goods Issue List Report	sysRptgoods_issue	P	1	manager	2010-04-26 14:48:47	manager	2010-04-26 14:48:47	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	400.0	Stock Transfer List Report	sysRptsttrans	P	2	manager	2010-04-26 15:09:06	manager	2010-04-26 15:20:29	F	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	410.0	Fuel Buffering	sysRptfuel_buff	P	1	manager	2010-04-28 14:40:49	manager	2010-04-28 14:40:49	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	InventoryRpts	420.0	Fuel Monitoring Sheet	sysRptfuel_moni	P	1	manager	2010-04-28 14:41:52	manager	2010-04-28 14:41:52	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
